id,fiyat,platform,cinsiyet,ülke,yaş
74840,49,ios,male,BRA,47
74841,2,android,female,DEU,46
74842,18,android,female,IND,57
74843,51,android,male,GBR,54
74844,1,android,female,TUR,23
74845,31,android,female,TUR,38
74846,24,ios,male,GBR,41
74847,51,ios,male,USA,27
74848,19,android,male,JPN,65
74849,29,ios,male,GBR,26
74850,20,ios,female,USA,32
74851,2,ios,female,GBR,22
74852,40,ios,male,RUS,37
74853,34,android,female,FRA,32
74854,14,android,female,RUS,52
74855,51,android,female,TUR,32
74856,5,android,male,FRA,59
74857,15,android,female,BRA,44
74858,16,android,male,USA,41
74859,28,android,male,TUR,33
74860,36,ios,male,GBR,64
74861,48,ios,male,JPN,48
74862,49,ios,male,ESP,37
74863,36,ios,male,GBR,19
74864,25,ios,female,DEU,35
74865,31,ios,male,USA,42
74866,40,android,male,BRA,54
74867,18,ios,male,USA,47
74868,44,ios,male,TUR,59
74869,38,ios,female,TUR,18
74870,40,ios,female,USA,45
74871,5,android,male,BRA,18
74872,34,android,female,IND,35
74873,45,android,female,BRA,19
74874,19,android,male,RUS,65
74875,24,android,male,RUS,48
74876,37,android,male,ESP,40
74877,46,android,male,GBR,20
74878,31,ios,female,JPN,34
74879,44,android,female,DEU,24
74880,44,android,male,JPN,46
74881,17,ios,female,DEU,19
74882,46,android,female,IND,19
74883,21,android,male,TUR,38
74884,12,ios,female,GBR,28
74885,38,ios,female,GBR,43
74886,22,android,male,TUR,63
74887,35,android,female,BRA,40
74888,39,ios,female,ESP,60
74889,24,android,female,BRA,54
74890,20,android,female,FRA,50
74891,31,android,female,BRA,34
74892,31,android,male,DEU,20
74893,24,android,female,BRA,23
74894,6,ios,female,TUR,47
74895,39,android,female,GBR,38
74896,21,ios,female,TUR,43
74897,49,ios,female,ESP,33
74898,17,ios,male,JPN,34
74899,37,android,male,GBR,29
74900,28,ios,male,RUS,45
74901,4,ios,male,IND,31
74902,49,ios,female,USA,23
74903,29,android,male,GBR,54
74904,2,ios,female,TUR,33
74905,45,ios,female,USA,37
74906,36,ios,male,JPN,27
74907,50,android,male,GBR,30
74908,42,android,male,GBR,30
74909,49,ios,female,IND,25
74910,30,android,male,DEU,40
74911,9,android,female,GBR,24
74912,20,ios,female,BRA,60
74913,46,android,female,USA,26
74914,22,android,female,BRA,31
74915,29,ios,female,ESP,27
74916,48,android,female,DEU,55
74917,38,ios,male,ESP,28
74918,12,ios,male,ESP,46
74919,11,ios,female,BRA,49
74920,32,android,female,FRA,27
74921,12,ios,female,USA,56
74922,20,ios,male,JPN,41
74923,50,android,female,ESP,44
74924,47,android,female,RUS,44
74925,43,ios,male,TUR,35
74926,43,ios,female,TUR,21
74927,1,android,male,USA,65
74928,9,android,male,DEU,57
74929,8,android,male,JPN,55
74930,44,android,male,BRA,34
74931,8,android,male,RUS,56
74932,22,android,male,IND,59
74933,35,android,male,ESP,37
74934,31,android,male,IND,40
74935,21,ios,female,TUR,54
74936,27,ios,male,RUS,37
74937,18,ios,male,GBR,34
74938,17,android,male,FRA,58
74939,41,android,female,JPN,53
74940,31,android,male,TUR,34
74941,49,android,male,GBR,49
74942,26,android,male,ESP,20
74943,15,ios,male,GBR,39
74944,28,android,female,BRA,59
74945,12,ios,female,ESP,21
74946,48,android,female,RUS,58
74947,34,ios,female,DEU,49
74948,11,ios,female,JPN,26
74949,10,ios,female,ESP,37
74950,2,android,female,IND,29
74951,8,ios,female,FRA,51
74952,51,ios,male,GBR,56
74953,34,ios,female,ESP,46
74954,40,android,male,RUS,36
74955,46,android,male,JPN,52
74956,8,android,male,IND,39
74957,9,ios,female,JPN,44
74958,48,ios,male,DEU,53
74959,39,ios,male,GBR,62
74960,45,android,male,GBR,65
74961,29,ios,male,RUS,45
74962,8,ios,male,IND,47
74963,12,android,male,FRA,65
74964,13,ios,male,RUS,64
74965,2,android,female,FRA,43
74966,2,android,male,DEU,48
74967,27,ios,female,RUS,51
74968,14,ios,female,USA,47
74969,11,android,female,GBR,55
74970,15,android,female,ESP,57
74971,9,ios,male,BRA,39
74972,45,android,female,DEU,64
74973,36,android,female,IND,53
74974,1,ios,male,FRA,33
74975,3,ios,female,BRA,37
74976,9,android,male,USA,61
74977,14,android,female,FRA,41
74978,23,ios,male,TUR,65
74979,6,ios,female,IND,26
74980,36,android,female,USA,65
74981,9,android,male,TUR,48
74982,9,android,female,FRA,46
74983,12,ios,male,JPN,25
74984,17,ios,female,RUS,61
74985,45,ios,male,IND,55
74986,6,android,female,IND,44
74987,12,android,female,BRA,27
74988,1,android,female,USA,53
74989,19,android,male,GBR,60
74990,36,ios,female,TUR,49
74991,10,ios,female,RUS,63
74992,32,android,male,GBR,37
74993,14,android,male,TUR,24
74994,18,android,male,FRA,43
74995,31,ios,male,RUS,29
74996,27,android,female,DEU,18
74997,2,ios,male,ESP,33
74998,22,android,male,JPN,31
74999,17,android,female,TUR,25
75000,31,ios,male,DEU,35
75001,21,android,female,TUR,19
75002,39,android,male,GBR,56
75003,46,android,female,DEU,65
75004,29,ios,male,USA,28
75005,47,ios,female,ESP,61
75006,13,android,male,FRA,23
75007,35,android,male,JPN,18
75008,22,ios,female,RUS,58
75009,47,ios,male,BRA,57
75010,13,android,female,BRA,20
75011,37,ios,female,IND,43
75012,28,android,female,IND,62
75013,50,ios,female,GBR,24
75014,40,ios,female,RUS,21
75015,33,android,female,BRA,21
75016,2,android,female,USA,25
75017,29,ios,male,GBR,23
75018,41,android,male,GBR,35
75019,35,android,female,USA,32
75020,8,android,male,GBR,39
75021,48,android,female,RUS,30
75022,23,ios,female,BRA,58
75023,51,ios,male,USA,53
75024,14,android,male,USA,34
75025,23,android,female,GBR,62
75026,31,ios,male,BRA,26
75027,5,ios,female,FRA,22
75028,13,ios,female,TUR,34
75029,38,android,male,GBR,24
75030,45,ios,male,USA,56
75031,48,android,male,USA,30
75032,16,android,male,BRA,36
75033,3,android,male,TUR,27
75034,50,ios,female,BRA,58
75035,19,android,female,ESP,55
75036,12,ios,male,USA,21
75037,51,android,female,TUR,57
75038,48,android,female,IND,65
75039,42,android,male,FRA,62
75040,20,ios,female,TUR,31
75041,17,android,female,FRA,33
75042,16,android,female,ESP,23
75043,39,ios,male,BRA,31
75044,37,android,female,JPN,37
75045,44,android,male,GBR,46
75046,18,android,female,BRA,50
75047,51,ios,male,GBR,63
75048,51,android,female,FRA,49
75049,41,ios,male,IND,24
75050,8,android,male,FRA,45
75051,7,android,female,BRA,51
75052,7,android,male,BRA,48
75053,1,ios,female,BRA,26
75054,34,ios,female,GBR,25
75055,8,android,female,ESP,47
75056,26,ios,male,BRA,35
75057,38,ios,male,RUS,46
75058,6,ios,male,RUS,47
75059,34,android,male,FRA,31
75060,50,android,female,RUS,65
75061,50,android,female,FRA,42
75062,19,android,male,USA,54
75063,39,android,male,ESP,31
75064,18,ios,female,USA,24
75065,11,ios,female,FRA,41
75066,5,ios,male,IND,37
75067,24,android,female,RUS,48
75068,27,android,male,RUS,38
75069,20,android,male,FRA,25
75070,30,ios,male,ESP,30
75071,5,ios,female,ESP,46
75072,1,ios,female,FRA,53
75073,16,ios,male,GBR,65
75074,17,android,female,IND,55
75075,20,ios,female,USA,34
75076,40,ios,female,IND,60
75077,45,ios,female,JPN,43
75078,23,android,male,DEU,30
75079,11,android,male,TUR,53
75080,3,ios,female,TUR,28
75081,38,ios,female,IND,27
75082,14,android,male,IND,20
75083,34,android,male,BRA,34
75084,4,android,male,FRA,19
75085,3,android,male,DEU,51
75086,10,android,male,TUR,52
75087,44,android,male,BRA,50
75088,12,android,female,USA,26
75089,45,ios,male,BRA,31
75090,35,android,female,DEU,52
75091,40,ios,male,IND,32
75092,20,android,female,DEU,38
75093,13,ios,male,FRA,54
75094,17,ios,male,JPN,32
75095,3,android,male,ESP,35
75096,12,android,male,FRA,48
75097,31,ios,female,TUR,62
75098,38,ios,male,TUR,24
75099,4,ios,female,IND,31
75100,1,android,female,JPN,47
75101,5,ios,male,DEU,54
75102,47,ios,female,TUR,46
75103,51,ios,male,GBR,59
75104,6,ios,male,ESP,57
75105,44,ios,female,GBR,58
75106,37,ios,female,DEU,63
75107,9,ios,female,RUS,56
75108,15,ios,male,DEU,20
75109,17,android,male,RUS,23
75110,33,ios,male,GBR,23
75111,48,ios,male,USA,28
75112,1,android,male,DEU,55
75113,15,android,male,ESP,55
75114,6,android,male,ESP,22
75115,6,ios,male,BRA,57
75116,27,ios,male,RUS,36
75117,21,ios,male,GBR,30
75118,11,android,female,ESP,53
75119,51,ios,male,BRA,19
75120,11,ios,male,USA,65
75121,47,ios,male,IND,19
75122,13,ios,male,GBR,37
75123,14,android,male,GBR,30
75124,18,android,female,RUS,56
75125,39,android,female,TUR,51
75126,2,ios,male,IND,25
75127,42,android,female,FRA,51
75128,4,ios,female,USA,18
75129,51,ios,male,TUR,52
75130,7,android,female,BRA,36
75131,12,ios,female,JPN,25
75132,51,android,male,FRA,26
75133,42,ios,female,DEU,18
75134,9,android,female,DEU,32
75135,39,ios,male,DEU,51
75136,5,ios,male,GBR,38
75137,39,android,male,JPN,56
75138,20,android,female,FRA,29
75139,3,ios,female,USA,60
75140,17,ios,female,GBR,31
75141,36,android,female,DEU,29
75142,1,ios,male,JPN,65
75143,15,ios,female,ESP,24
75144,18,ios,female,JPN,34
75145,45,ios,female,DEU,45
75146,48,ios,female,USA,60
75147,47,android,female,RUS,20
75148,51,android,female,JPN,36
75149,37,ios,male,USA,24
75150,42,ios,male,ESP,40
75151,17,android,female,ESP,51
75152,20,android,female,DEU,36
75153,12,ios,male,DEU,50
75154,38,android,male,TUR,29
75155,25,android,female,USA,45
75156,44,ios,male,GBR,21
75157,51,ios,male,GBR,63
75158,36,ios,female,GBR,50
75159,44,ios,female,BRA,39
75160,17,android,male,IND,52
75161,26,ios,female,RUS,22
75162,1,android,male,FRA,61
75163,49,ios,male,GBR,36
75164,50,android,female,GBR,44
75165,39,android,male,USA,56
75166,32,ios,female,GBR,20
75167,7,ios,male,USA,33
75168,5,ios,female,TUR,21
75169,31,android,male,RUS,27
75170,7,ios,male,RUS,36
75171,39,android,female,DEU,21
75172,40,android,male,ESP,50
75173,42,ios,female,JPN,36
75174,11,ios,female,TUR,27
75175,9,ios,male,GBR,64
75176,39,ios,female,ESP,49
75177,10,android,male,GBR,41
75178,22,android,female,TUR,34
75179,51,ios,female,USA,52
75180,20,android,female,IND,64
75181,50,ios,female,GBR,51
75182,39,ios,male,RUS,19
75183,24,ios,male,DEU,26
75184,30,android,male,USA,38
75185,38,android,female,USA,37
75186,15,ios,female,DEU,47
75187,49,ios,female,RUS,37
75188,40,android,male,IND,44
75189,51,android,female,DEU,64
75190,21,android,male,JPN,26
75191,20,android,male,ESP,24
75192,3,android,male,USA,24
75193,11,android,male,JPN,47
75194,13,android,female,BRA,19
75195,47,ios,male,FRA,46
75196,36,android,female,ESP,51
75197,39,ios,male,IND,27
75198,30,ios,female,GBR,64
75199,26,ios,female,DEU,26
75200,8,android,female,DEU,48
75201,13,ios,female,JPN,32
75202,21,android,female,ESP,36
75203,31,ios,male,FRA,35
75204,51,ios,female,TUR,22
75205,1,ios,male,USA,39
75206,5,android,male,GBR,52
75207,27,ios,female,BRA,25
75208,22,android,female,ESP,57
75209,15,ios,male,IND,29
75210,41,android,female,DEU,32
75211,37,android,male,RUS,49
75212,24,ios,female,FRA,64
75213,44,ios,female,GBR,46
75214,5,ios,female,FRA,21
75215,6,android,female,GBR,28
75216,39,ios,female,DEU,36
75217,18,ios,male,FRA,37
75218,51,android,female,RUS,62
75219,13,ios,female,IND,34
75220,36,ios,male,JPN,46
75221,44,android,male,RUS,47
75222,41,ios,female,BRA,30
75223,8,android,male,USA,20
75224,50,ios,male,ESP,41
75225,38,android,female,GBR,35
75226,19,android,female,JPN,37
75227,26,android,female,ESP,28
75228,12,ios,male,DEU,57
75229,26,android,female,ESP,30
75230,19,ios,male,JPN,23
75231,42,android,male,BRA,62
75232,7,ios,male,DEU,65
75233,20,android,male,IND,21
75234,38,android,male,BRA,46
75235,17,ios,male,RUS,61
75236,6,ios,male,GBR,24
75237,46,android,male,IND,18
75238,42,ios,female,GBR,47
75239,36,ios,female,BRA,54
75240,37,android,female,RUS,41
75241,21,ios,male,IND,49
75242,4,ios,female,GBR,41
75243,47,ios,male,GBR,42
75244,42,android,male,JPN,51
75245,9,android,female,IND,54
75246,11,android,female,IND,54
75247,6,ios,male,DEU,39
75248,45,android,female,RUS,37
75249,4,ios,female,FRA,20
75250,16,android,male,IND,27
75251,35,android,female,RUS,62
75252,37,ios,female,DEU,19
75253,10,ios,male,IND,33
75254,1,android,male,BRA,32
75255,27,android,male,GBR,60
75256,36,android,male,TUR,57
75257,43,android,male,RUS,30
75258,10,android,female,GBR,47
75259,15,android,male,GBR,25
75260,34,android,female,ESP,47
75261,47,android,male,RUS,55
75262,20,ios,male,FRA,48
75263,28,ios,male,IND,47
75264,2,ios,male,IND,25
75265,10,ios,male,IND,31
75266,9,android,male,DEU,35
75267,34,ios,female,GBR,61
75268,2,android,male,TUR,58
75269,31,android,female,GBR,48
75270,29,android,male,IND,58
75271,29,ios,male,USA,34
75272,1,android,male,USA,58
75273,25,android,female,USA,40
75274,49,android,female,ESP,41
75275,43,ios,female,JPN,36
75276,25,ios,female,BRA,50
75277,11,android,male,GBR,21
75278,7,android,female,DEU,36
75279,4,ios,female,DEU,34
75280,50,ios,male,RUS,44
75281,35,ios,male,USA,29
75282,38,ios,female,JPN,29
75283,1,ios,female,JPN,61
75284,28,ios,female,ESP,19
75285,38,ios,female,TUR,43
75286,12,android,female,USA,29
75287,50,android,male,FRA,49
75288,34,ios,female,BRA,34
75289,41,android,male,DEU,18
75290,42,ios,female,FRA,30
75291,35,ios,female,DEU,38
75292,48,ios,male,JPN,54
75293,16,ios,male,TUR,36
75294,30,ios,male,IND,22
75295,49,ios,female,RUS,36
75296,10,android,male,DEU,49
75297,33,ios,male,DEU,39
75298,26,ios,female,TUR,27
75299,29,android,male,USA,60
75300,19,ios,male,BRA,53
75301,8,ios,female,IND,34
75302,49,android,female,DEU,29
75303,23,android,female,GBR,41
75304,10,android,female,IND,60
75305,36,ios,female,FRA,29
75306,18,ios,male,JPN,28
75307,1,android,male,BRA,59
75308,50,android,female,BRA,18
75309,41,ios,male,TUR,58
75310,28,android,male,USA,54
75311,13,ios,female,JPN,26
75312,35,android,male,GBR,47
75313,14,ios,male,JPN,22
75314,27,ios,male,GBR,61
75315,1,android,male,USA,19
75316,40,android,male,JPN,56
75317,40,ios,male,USA,63
75318,11,ios,female,USA,50
75319,35,ios,female,DEU,60
75320,33,android,male,RUS,21
75321,24,ios,female,JPN,21
75322,29,android,male,GBR,56
75323,7,android,male,IND,34
75324,37,android,male,DEU,19
75325,44,ios,female,TUR,32
75326,4,ios,male,ESP,47
75327,20,android,male,RUS,22
75328,42,android,female,BRA,42
75329,10,android,female,BRA,52
75330,20,ios,male,BRA,51
75331,2,android,male,USA,24
75332,40,ios,female,USA,65
75333,46,android,female,JPN,19
75334,26,ios,female,TUR,57
75335,37,ios,male,DEU,35
75336,36,android,male,USA,56
75337,38,ios,female,DEU,61
75338,12,android,female,BRA,56
75339,33,android,male,DEU,48
75340,44,android,female,RUS,41
75341,15,ios,male,IND,30
75342,18,ios,male,JPN,35
75343,34,ios,female,GBR,45
75344,46,android,male,FRA,38
75345,5,ios,female,GBR,62
75346,30,android,female,BRA,56
75347,49,android,female,JPN,34
75348,44,ios,female,DEU,65
75349,32,ios,male,TUR,33
75350,14,ios,male,USA,50
75351,30,android,male,GBR,60
75352,10,ios,male,JPN,22
75353,1,android,male,USA,34
75354,25,android,male,IND,50
75355,21,ios,female,IND,36
75356,46,android,male,RUS,53
75357,34,ios,male,IND,55
75358,41,android,female,FRA,44
75359,43,ios,female,BRA,42
75360,12,ios,male,TUR,27
75361,50,ios,male,IND,43
75362,9,android,female,RUS,21
75363,45,ios,male,BRA,55
75364,17,ios,male,FRA,53
75365,13,android,female,JPN,29
75366,41,ios,male,RUS,40
75367,51,ios,male,TUR,45
75368,6,android,female,BRA,62
75369,32,ios,female,FRA,63
75370,45,android,male,TUR,53
75371,5,android,male,DEU,21
75372,12,ios,female,JPN,49
75373,46,android,male,TUR,30
75374,46,android,female,FRA,48
75375,42,ios,female,JPN,28
75376,16,android,male,FRA,28
75377,46,android,male,JPN,44
75378,1,android,female,IND,39
75379,16,android,male,JPN,28
75380,7,ios,female,GBR,47
75381,36,ios,male,IND,29
75382,36,ios,female,TUR,41
75383,46,android,female,TUR,38
75384,5,android,female,IND,63
75385,11,ios,male,DEU,20
75386,22,android,male,BRA,23
75387,41,android,male,RUS,39
75388,39,android,male,GBR,47
75389,15,android,male,BRA,58
75390,36,ios,male,USA,38
75391,9,ios,male,RUS,40
75392,20,ios,female,FRA,63
75393,10,android,male,USA,60
75394,36,android,female,TUR,51
75395,11,ios,female,USA,24
75396,14,android,male,BRA,19
75397,10,ios,female,BRA,59
75398,41,android,male,ESP,37
75399,32,ios,female,BRA,22
75400,34,android,female,ESP,46
75401,30,ios,male,RUS,47
75402,42,android,female,TUR,27
75403,15,ios,female,ESP,24
75404,43,ios,female,USA,35
75405,48,android,female,BRA,32
75406,20,ios,male,IND,28
75407,35,ios,male,JPN,56
75408,4,ios,female,TUR,52
75409,44,ios,male,FRA,47
75410,24,ios,male,DEU,46
75411,23,ios,male,USA,42
75412,20,android,female,GBR,34
75413,3,ios,female,FRA,60
75414,3,ios,male,IND,36
75415,46,ios,female,USA,59
75416,1,ios,male,DEU,65
75417,46,ios,female,ESP,58
75418,10,ios,female,TUR,53
75419,47,android,male,USA,65
75420,40,ios,female,USA,40
75421,10,android,female,BRA,22
75422,3,ios,female,GBR,23
75423,17,android,male,GBR,61
75424,35,android,male,IND,60
75425,48,android,male,RUS,36
75426,13,ios,female,DEU,41
75427,8,android,male,JPN,25
75428,9,ios,female,ESP,32
75429,11,android,male,GBR,56
75430,38,android,female,DEU,56
75431,26,android,male,RUS,37
75432,45,android,male,GBR,64
75433,39,ios,female,IND,55
75434,7,android,male,JPN,49
75435,43,ios,male,IND,54
75436,4,android,female,BRA,28
75437,26,ios,male,JPN,54
75438,11,android,female,IND,44
75439,8,ios,male,ESP,59
75440,2,ios,male,IND,18
75441,16,ios,male,TUR,63
75442,10,android,male,DEU,36
75443,36,android,male,FRA,38
75444,42,android,male,GBR,47
75445,5,ios,male,DEU,53
75446,38,android,male,USA,48
75447,1,ios,male,IND,65
75448,42,ios,male,RUS,49
75449,36,ios,female,ESP,47
75450,38,android,female,TUR,39
75451,51,android,female,ESP,39
75452,40,android,male,ESP,46
75453,10,ios,female,JPN,38
75454,23,android,male,RUS,44
75455,21,android,female,JPN,33
75456,31,android,female,IND,29
75457,31,android,male,TUR,54
75458,27,ios,male,FRA,20
75459,46,android,female,ESP,35
75460,35,ios,male,TUR,63
75461,43,ios,female,TUR,57
75462,6,android,male,TUR,59
75463,49,android,male,IND,48
75464,50,ios,female,USA,34
75465,39,ios,male,GBR,38
75466,28,ios,female,USA,65
75467,49,ios,male,FRA,43
75468,35,ios,female,ESP,50
75469,7,android,female,IND,23
75470,18,android,male,RUS,31
75471,45,ios,male,BRA,40
75472,2,ios,male,TUR,22
75473,37,android,male,RUS,31
75474,24,android,female,DEU,35
75475,40,android,female,JPN,54
75476,10,ios,male,ESP,43
75477,2,ios,female,BRA,51
75478,51,android,male,GBR,50
75479,36,ios,male,RUS,46
75480,40,ios,female,JPN,23
75481,31,android,male,USA,44
75482,40,ios,female,BRA,19
75483,29,android,male,GBR,43
75484,28,ios,female,GBR,24
75485,9,android,female,IND,21
75486,7,ios,female,USA,48
75487,10,android,male,IND,55
75488,23,android,male,ESP,36
75489,49,ios,male,FRA,40
75490,32,android,female,GBR,22
75491,33,android,male,JPN,43
75492,33,android,male,DEU,45
75493,23,ios,female,TUR,40
75494,46,ios,female,IND,39
75495,8,android,female,TUR,58
75496,3,ios,male,ESP,26
75497,19,ios,male,FRA,57
75498,39,ios,male,IND,53
75499,17,ios,male,JPN,52
75500,2,android,male,BRA,41
75501,26,android,male,RUS,46
75502,40,ios,female,IND,51
75503,37,ios,female,USA,45
75504,11,ios,female,IND,54
75505,35,android,male,TUR,23
75506,37,android,male,TUR,59
75507,3,ios,female,RUS,34
75508,38,android,female,FRA,53
75509,26,ios,female,DEU,54
75510,39,ios,male,BRA,39
75511,30,ios,female,USA,58
75512,13,android,female,RUS,23
75513,6,ios,male,TUR,50
75514,3,ios,male,FRA,25
75515,33,android,female,GBR,39
75516,12,android,male,FRA,20
75517,3,android,female,FRA,31
75518,2,android,female,JPN,32
75519,29,android,female,RUS,61
75520,20,ios,female,RUS,30
75521,12,ios,female,BRA,20
75522,16,ios,male,TUR,37
75523,32,android,female,BRA,60
75524,19,android,female,FRA,59
75525,9,ios,male,BRA,30
75526,41,android,female,FRA,49
75527,14,android,female,IND,18
75528,18,ios,female,GBR,59
75529,14,ios,male,DEU,56
75530,11,android,male,USA,39
75531,38,ios,female,DEU,33
75532,43,ios,female,BRA,41
75533,35,android,male,RUS,40
75534,11,ios,male,BRA,42
75535,24,ios,male,DEU,26
75536,9,android,female,FRA,48
75537,47,android,female,USA,34
75538,45,ios,male,BRA,52
75539,12,android,male,BRA,21
75540,47,android,female,JPN,64
75541,2,ios,female,JPN,34
75542,24,ios,female,IND,27
75543,42,ios,male,JPN,42
75544,17,android,male,JPN,46
75545,38,ios,female,FRA,30
75546,20,ios,male,USA,53
75547,2,android,female,ESP,52
75548,46,ios,male,JPN,34
75549,47,ios,female,DEU,59
75550,6,ios,male,ESP,20
75551,35,ios,female,JPN,58
75552,35,ios,female,TUR,37
75553,12,android,female,BRA,61
75554,32,ios,female,GBR,30
75555,14,android,female,RUS,48
75556,18,android,male,JPN,45
75557,12,android,male,GBR,30
75558,2,ios,male,USA,45
75559,34,android,female,ESP,56
75560,27,ios,male,RUS,39
75561,16,ios,male,ESP,55
75562,45,android,female,USA,23
75563,36,android,male,GBR,47
75564,49,ios,female,IND,26
75565,49,ios,male,ESP,26
75566,24,android,male,RUS,61
75567,45,android,male,RUS,53
75568,10,ios,male,TUR,25
75569,11,ios,male,IND,24
75570,15,ios,female,BRA,34
75571,45,android,female,BRA,53
75572,31,ios,male,DEU,49
75573,10,android,male,FRA,50
75574,15,android,female,TUR,60
75575,4,android,male,IND,49
75576,36,android,male,JPN,64
75577,41,ios,male,DEU,32
75578,39,ios,female,USA,24
75579,45,ios,male,USA,22
75580,11,ios,female,FRA,61
75581,21,android,male,USA,43
75582,29,ios,female,TUR,52
75583,44,android,female,TUR,28
75584,2,android,male,IND,44
75585,10,android,female,TUR,45
75586,39,android,male,TUR,35
75587,21,android,male,RUS,59
75588,18,android,female,GBR,43
75589,3,android,male,GBR,38
75590,26,android,female,USA,50
75591,38,ios,female,USA,40
75592,13,ios,female,ESP,22
75593,25,android,male,BRA,46
75594,49,android,female,IND,20
75595,34,ios,female,TUR,32
75596,40,android,male,USA,65
75597,23,android,male,JPN,26
75598,13,ios,female,DEU,32
75599,9,android,female,FRA,20
75600,26,android,female,JPN,57
75601,51,android,male,JPN,23
75602,22,android,male,RUS,26
75603,11,android,female,TUR,28
75604,32,ios,male,ESP,42
75605,13,ios,female,TUR,25
75606,28,ios,male,IND,21
75607,5,android,female,JPN,29
75608,6,ios,female,GBR,63
75609,43,android,female,BRA,19
75610,41,ios,male,USA,47
75611,42,ios,male,USA,37
75612,45,ios,male,JPN,20
75613,19,android,female,FRA,28
75614,26,ios,male,USA,32
75615,14,android,female,GBR,54
75616,36,ios,female,DEU,38
75617,25,android,male,FRA,52
75618,24,android,male,DEU,38
75619,41,android,female,USA,31
75620,32,ios,female,FRA,20
75621,47,ios,male,TUR,53
75622,19,android,male,FRA,24
75623,18,ios,male,TUR,28
75624,21,ios,male,BRA,29
75625,18,android,female,USA,64
75626,38,ios,female,DEU,30
75627,36,ios,male,RUS,25
75628,1,ios,male,BRA,54
75629,49,android,male,USA,38
75630,2,ios,male,DEU,30
75631,13,ios,female,BRA,37
75632,16,android,female,IND,32
75633,44,ios,female,USA,60
75634,10,android,male,JPN,18
75635,37,ios,female,DEU,62
75636,44,ios,female,GBR,51
75637,33,ios,male,FRA,52
75638,13,ios,female,ESP,32
75639,49,ios,male,JPN,65
75640,12,ios,female,FRA,62
75641,50,ios,male,FRA,20
75642,3,android,male,BRA,19
75643,8,ios,male,GBR,19
75644,17,android,female,RUS,57
75645,49,ios,female,ESP,51
75646,49,ios,female,JPN,41
75647,14,android,male,FRA,62
75648,4,ios,male,USA,31
75649,17,ios,male,DEU,48
75650,17,ios,female,GBR,53
75651,15,android,female,ESP,58
75652,38,ios,female,USA,47
75653,43,android,male,GBR,23
75654,10,android,female,RUS,36
75655,43,android,female,DEU,50
75656,19,android,female,USA,32
75657,6,android,female,IND,58
75658,11,ios,male,BRA,65
75659,9,ios,female,GBR,55
75660,40,android,female,IND,22
75661,51,android,male,BRA,26
75662,35,android,male,DEU,46
75663,35,ios,female,JPN,63
75664,4,ios,female,FRA,61
75665,20,ios,male,JPN,51
75666,13,ios,female,DEU,35
75667,21,android,male,USA,49
75668,18,ios,male,USA,40
75669,3,android,female,IND,56
75670,6,android,male,RUS,53
75671,41,android,male,ESP,59
75672,8,ios,male,USA,45
75673,38,android,female,ESP,44
75674,7,ios,male,BRA,51
75675,36,android,female,FRA,62
75676,28,android,female,USA,60
75677,28,android,female,TUR,60
75678,15,android,female,ESP,59
75679,46,ios,female,FRA,19
75680,26,android,female,RUS,47
75681,11,ios,female,FRA,20
75682,1,ios,male,BRA,18
75683,26,android,female,RUS,47
75684,31,android,female,TUR,31
75685,27,ios,male,TUR,24
75686,21,ios,male,RUS,30
75687,48,ios,male,DEU,54
75688,48,ios,male,RUS,49
75689,46,android,male,USA,37
75690,41,android,female,GBR,41
75691,7,ios,female,IND,63
75692,25,android,female,JPN,26
75693,39,ios,female,TUR,37
75694,28,ios,female,GBR,50
75695,24,android,female,JPN,62
75696,49,android,female,ESP,65
75697,19,ios,male,JPN,58
75698,3,ios,male,JPN,34
75699,47,ios,female,IND,21
75700,3,android,female,FRA,60
75701,14,ios,male,FRA,40
75702,37,android,female,USA,63
75703,7,android,female,ESP,19
75704,28,android,male,DEU,37
75705,26,ios,female,RUS,49
75706,10,ios,male,TUR,59
75707,10,ios,male,USA,34
75708,16,ios,female,DEU,46
75709,51,android,male,USA,19
75710,5,ios,male,ESP,42
75711,22,ios,male,DEU,59
75712,46,android,male,FRA,57
75713,49,ios,male,TUR,58
75714,29,ios,female,IND,50
75715,13,ios,female,USA,44
75716,35,android,male,BRA,24
75717,26,android,male,ESP,19
75718,2,android,male,BRA,48
75719,8,ios,male,RUS,35
75720,8,ios,male,GBR,20
75721,20,ios,male,BRA,55
75722,15,ios,male,TUR,36
75723,21,android,male,USA,64
75724,17,ios,female,ESP,58
75725,45,ios,female,DEU,46
75726,39,android,female,FRA,37
75727,16,ios,male,RUS,42
75728,7,ios,female,USA,52
75729,7,android,male,BRA,43
75730,34,ios,male,ESP,43
75731,48,android,female,TUR,55
75732,47,ios,female,GBR,24
75733,19,android,female,FRA,31
75734,13,ios,female,ESP,28
75735,29,android,female,TUR,64
75736,8,android,female,ESP,40
75737,46,android,female,GBR,55
75738,17,android,male,DEU,40
75739,12,android,male,USA,37
75740,51,ios,female,TUR,64
75741,19,ios,male,RUS,34
75742,15,ios,female,JPN,53
75743,3,ios,male,BRA,62
75744,37,android,male,JPN,54
75745,7,android,female,TUR,50
75746,28,android,female,DEU,34
75747,22,ios,male,RUS,43
75748,3,ios,female,IND,20
75749,25,android,female,USA,60
75750,41,ios,female,FRA,55
75751,38,android,male,IND,26
75752,6,ios,male,RUS,30
